,0
0,0.7183821733821733
1,0.7529385377835989
2,0.7164528874675566
3,0.7744388974227684
4,0.7617629722092197
5,0.7720449172576832
6,0.7745762108262109
7,0.7736717680726639
8,0.7499033124033124
9,0.7822712418300654
10,0.7899106002554279
