,0
0,0.6255331858052309
1,0.6999496546071889
2,0.6929958732975591
3,0.6770044191919191
4,0.6908333333333333
5,0.7235254988913525
6,0.7370826460738741
7,0.7438888888888889
8,0.7765049690452916
9,0.8324986316365628
10,0.8088703703703702
