,0
0,0.7920693973325553
1,0.7398759213409601
2,0.7310008271298593
3,0.7424594440368467
4,0.7421597843053781
5,0.7391304347826088
6,0.7213006690279418
7,0.7234566041525445
8,0.7104273504273504
9,0.7406174334140436
10,0.751194067370538
