,0
0,0.7086712749615977
1,0.780965909090909
2,0.7507055714847922
3,0.7702658927148723
4,0.7797279971436454
5,0.7925209098327213
6,0.7939492364113239
7,0.7860949184478597
8,0.7708692810457515
9,0.7799924479447622
10,0.8004179728317659
