,WS,NS,NW,aa_matrix,tcr
0,0.7270833333333333,0.8723809523809523,0.7712301587301587,hamming,TCR74-22
1,0.8180555555555555,0.8738095238095237,0.6138888888888889,blosum62,TCR74-22
2,0.8513888888888889,0.8574603174603176,0.6086309523809523,blosum30,TCR74-22
3,0.88125,0.8759523809523809,0.7011904761904761,blosum35,TCR74-22
4,0.8722222222222222,0.8752380952380954,0.6791666666666667,blosum40,TCR74-22
5,0.8430555555555556,0.8723809523809525,0.5791666666666666,blosum45,TCR74-22
6,0.8513888888888889,0.8714285714285713,0.648611111111111,blosum50,TCR74-22
7,0.8388888888888888,0.8555555555555555,0.6347222222222222,blosum55,TCR74-22
8,0.8180555555555555,0.882063492063492,0.5763888888888888,blosum60,TCR74-22
9,0.8180555555555555,0.8704761904761906,0.648611111111111,blosum65,TCR74-22
10,0.8597222222222223,0.8725396825396825,0.6208333333333333,blosum70,TCR74-22
11,0.8597222222222223,0.8761904761904763,0.6902777777777778,blosum75,TCR74-22
12,0.8597222222222223,0.8760317460317462,0.6714285714285714,blosum80,TCR74-22
13,0.8388888888888888,0.8776190476190477,0.738095238095238,blosum85,TCR74-22
14,0.8388888888888888,0.8798412698412699,0.738095238095238,blosum90,TCR74-22
15,0.8472222222222222,0.8809523809523808,0.6436507936507937,blosum100,TCR74-22
16,0.7444444444444445,0.876825396825397,0.7307539682539683,pam10,TCR74-22
17,0.7444444444444445,0.88015873015873,0.7128968253968254,pam20,TCR74-22
18,0.7548611111111111,0.876825396825397,0.6968253968253968,pam30,TCR74-22
19,0.7444444444444445,0.8741269841269841,0.7307539682539683,pam40,TCR74-22
20,0.7444444444444445,0.8765079365079366,0.7168650793650794,pam50,TCR74-22
21,0.7444444444444445,0.8652380952380951,0.6412698412698412,pam60,TCR74-22
22,0.7569444444444444,0.8728571428571428,0.6640873015873017,pam70,TCR74-22
23,0.7444444444444445,0.8730158730158731,0.6640873015873017,pam80,TCR74-22
24,0.7569444444444444,0.8673015873015875,0.6751984126984127,pam90,TCR74-22
25,0.7569444444444444,0.8685714285714287,0.6890873015873016,pam100,TCR74-22
26,0.7673611111111112,0.8661904761904762,0.6662698412698413,pam110,TCR74-22
27,0.7798611111111111,0.8730158730158731,0.6751984126984127,pam120,TCR74-22
28,0.7798611111111111,0.8626984126984129,0.696031746031746,pam130,TCR74-22
29,0.7673611111111112,0.849047619047619,0.696031746031746,pam140,TCR74-22
30,0.7798611111111111,0.8480952380952381,0.696031746031746,pam150,TCR74-22
31,0.7798611111111111,0.8325396825396826,0.6621031746031746,pam160,TCR74-22
32,0.7798611111111111,0.8380952380952381,0.6751984126984127,pam170,TCR74-22
33,0.7798611111111111,0.8368253968253969,0.6551587301587303,pam180,TCR74-22
34,0.7902777777777779,0.8260317460317459,0.6412698412698413,pam190,TCR74-22
35,0.8041666666666667,0.8271428571428572,0.6323412698412698,pam200,TCR74-22
36,0.8041666666666667,0.8138095238095238,0.6234126984126984,pam210,TCR74-22
37,0.8041666666666667,0.8236507936507935,0.6640873015873017,pam220,TCR74-22
38,0.8041666666666667,0.8438095238095238,0.6849206349206349,pam230,TCR74-22
39,0.8145833333333333,0.837936507936508,0.6621031746031746,pam240,TCR74-22
40,0.8145833333333333,0.836984126984127,0.6710317460317461,pam250,TCR74-22
41,0.8145833333333333,0.8368253968253969,0.6710317460317461,pam260,TCR74-22
42,0.8145833333333333,0.8260317460317459,0.6621031746031746,pam270,TCR74-22
43,0.8145833333333333,0.8123809523809523,0.6759920634920635,pam280,TCR74-22
44,0.8145833333333333,0.8123809523809523,0.6759920634920635,pam290,TCR74-22
45,0.8145833333333333,0.8099999999999999,0.6759920634920635,pam300,TCR74-22
46,0.8145833333333333,0.8101587301587301,0.6621031746031747,pam310,TCR74-22
47,0.8145833333333333,0.8171428571428571,0.6621031746031746,pam320,TCR74-22
48,0.8145833333333333,0.8109523809523809,0.667063492063492,pam330,TCR74-22
49,0.8145833333333333,0.8052380952380952,0.6531746031746032,pam340,TCR74-22
50,0.7347222222222223,0.7879365079365079,0.7009920634920636,pam350,TCR74-22
51,0.5680555555555556,0.78,0.7156746031746032,pam360,TCR74-22
52,0.5680555555555556,0.7844444444444445,0.7295634920634921,pam370,TCR74-22
53,0.6236111111111111,0.7846031746031746,0.7295634920634921,pam380,TCR74-22
54,0.6340277777777779,0.7774603174603175,0.7206349206349206,pam390,TCR74-22
55,0.6340277777777779,0.7847619047619048,0.7117063492063492,pam400,TCR74-22
56,0.5819444444444445,0.7623809523809524,0.7067460317460317,pam410,TCR74-22
57,0.6236111111111111,0.7665079365079366,0.7379960317460317,pam420,TCR74-22
58,0.5819444444444445,0.7566666666666666,0.7241071428571428,pam430,TCR74-22
59,0.6236111111111111,0.7574603174603175,0.7379960317460317,pam440,TCR74-22
60,0.6236111111111111,0.7622222222222222,0.7379960317460317,pam450,TCR74-22
61,0.5819444444444445,0.750952380952381,0.7469246031746032,pam460,TCR74-22
62,0.6236111111111111,0.76,0.7241071428571428,pam470,TCR74-22
63,0.6236111111111111,0.7574603174603175,0.7241071428571428,pam480,TCR74-22
64,0.5819444444444445,0.7496031746031746,0.7518849206349206,pam490,TCR74-22
65,0.6236111111111111,0.7632539682539683,0.7379960317460317,pam500,TCR74-22
66,0.8145833333333333,0.836984126984127,0.6710317460317461,dayhoff,TCR74-22
67,0.8305555555555556,0.818888888888889,0.6656746031746033,gonnet,TCR74-22
