,WS,NS,NW,aa_matrix,tcr
0,0.7947252747252748,0.969155982905983,0.8981905440238773,hamming,a3a
1,0.6971916971916972,0.9692826617826619,0.9053971645638313,blosum62,a3a
2,0.6315995115995117,0.9730586080586081,0.8920204178537512,blosum30,a3a
3,0.7214407814407815,0.9695451770451772,0.9043986568986568,blosum35,a3a
4,0.6912087912087912,0.9727625152625153,0.9029633021299688,blosum40,a3a
5,0.682954822954823,0.9779639804639805,0.9088186813186813,blosum45,a3a
6,0.7122954822954822,0.9725793650793652,0.8976546601546602,blosum50,a3a
7,0.7159096459096459,0.9724725274725274,0.9017992809659476,blosum55,a3a
8,0.703992673992674,0.9708241758241758,0.9113407271740606,blosum60,a3a
9,0.7030891330891331,0.9705647130647131,0.9104765296431964,blosum65,a3a
10,0.7053113553113552,0.972948717948718,0.9078310269976937,blosum70,a3a
11,0.7008669108669109,0.972948717948718,0.9000003391670057,blosum75,a3a
12,0.7006837606837607,0.9738278388278389,0.9074606566273233,blosum80,a3a
13,0.7033333333333334,0.9770879120879121,0.9013936372269706,blosum85,a3a
14,0.7143101343101343,0.9753663003663003,0.9036334961334962,blosum90,a3a
15,0.7312576312576312,0.9769017094017094,0.9067728259394926,blosum100,a3a
16,0.7768864468864469,0.9704273504273504,0.8800410392077058,pam10,a3a
17,0.77006105006105,0.9706593406593406,0.8784781576448243,pam20,a3a
18,0.7746642246642246,0.9722100122100121,0.8839319630986298,pam30,a3a
19,0.7745054945054944,0.9549694749694749,0.8753035544702211,pam40,a3a
20,0.7448229548229548,0.9626007326007325,0.8824043549043548,pam50,a3a
21,0.7377045177045176,0.9577930402930402,0.8869871794871795,pam60,a3a
22,0.7483150183150183,0.9511111111111111,0.8769369827703161,pam70,a3a
23,0.752014652014652,0.9452136752136753,0.8750674942341607,pam80,a3a
24,0.7302686202686203,0.9406379731379731,0.8691727716727715,pam90,a3a
25,0.7326251526251526,0.9371703296703296,0.8788878713878715,pam100,a3a
26,0.7056410256410256,0.9383028083028083,0.8703679962013295,pam110,a3a
27,0.7227594627594627,0.9353144078144078,0.8656698548365215,pam120,a3a
28,0.7074603174603175,0.940479242979243,0.8605796364129699,pam130,a3a
29,0.7021978021978021,0.9314652014652015,0.8515850970017637,pam140,a3a
30,0.6893894993894994,0.9297222222222222,0.8547678401845069,pam150,a3a
31,0.6912942612942612,0.9319444444444445,0.858727784561118,pam160,a3a
32,0.6911355311355312,0.9280708180708179,0.847034832451499,pam170,a3a
33,0.6871672771672772,0.9212851037851039,0.8486725003391669,pam180,a3a
34,0.6941514041514042,0.9164896214896215,0.8471138583638584,pam190,a3a
35,0.7143101343101342,0.9137423687423688,0.849690170940171,pam200,a3a
36,0.6806837606837608,0.9156227106227106,0.8440055623388958,pam210,a3a
37,0.6652869352869354,0.9127258852258852,0.8295395807895808,pam220,a3a
38,0.661794871794872,0.9141788766788768,0.8400289987789987,pam230,a3a
39,0.6873504273504273,0.9188583638583638,0.8402896486229819,pam240,a3a
40,0.6838583638583638,0.9172466422466423,0.8478869895536562,pam250,a3a
41,0.6816361416361417,0.9076312576312576,0.8496925451092118,pam260,a3a
42,0.6706837606837608,0.906978021978022,0.8477267331433997,pam270,a3a
43,0.6793894993894994,0.8991971916971917,0.8345943562610229,pam280,a3a
44,0.6747863247863248,0.9023717948717949,0.8362874779541446,pam290,a3a
45,0.6315018315018316,0.8927503052503052,0.8332253086419753,pam300,a3a
46,0.644993894993895,0.8871947496947497,0.8186143331976666,pam310,a3a
47,0.6018437118437119,0.8691758241758242,0.8236882716049383,pam320,a3a
48,0.6305738705738706,0.8658699633699634,0.7988305521638855,pam330,a3a
49,0.6418986568986569,0.8642338217338217,0.7986553724053724,pam340,a3a
50,0.6241758241758242,0.8692887667887668,0.7982154727988061,pam350,a3a
51,0.6224236874236875,0.8373031135531136,0.7642562067562066,pam360,a3a
52,0.6357814407814408,0.8397878510378509,0.7689541785375118,pam370,a3a
53,0.637979242979243,0.8380784493284492,0.756802503052503,pam380,a3a
54,0.5858363858363858,0.832754884004884,0.7573667073667073,pam390,a3a
55,0.6134249084249085,0.8314484126984126,0.7546967846967847,pam400,a3a
56,0.598125763125763,0.8384203296703296,0.7694017094017094,pam410,a3a
57,0.564078144078144,0.8344642857142857,0.765415818749152,pam420,a3a
58,0.5672283272283273,0.8329899267399267,0.765415818749152,pam430,a3a
59,0.5758913308913309,0.8311950549450549,0.7643996743996745,pam440,a3a
60,0.5806166056166056,0.837924297924298,0.7592185592185592,pam450,a3a
61,0.5840720390720391,0.8271398046398046,0.7482064848731516,pam460,a3a
62,0.5717643467643467,0.8334386446886446,0.7628720662053995,pam470,a3a
63,0.5806288156288156,0.8388766788766789,0.7618884818884819,pam480,a3a
64,0.58502442002442,0.8272863247863247,0.7499484466151133,pam490,a3a
65,0.5772466422466422,0.8257905982905983,0.7367646859313526,pam500,a3a
66,0.6862393162393162,0.9194810744810745,0.8500033916700585,dayhoff,a3a
67,0.693113553113553,0.9336446886446886,0.8727964319630986,gonnet,a3a
