,0
a3a,0.801410934744268
TIL1383I,0.6472222222222223
TCR81-14,0.7108585858585857
18A2,0.7545238095238095
NYE-S1,0.7556089743589743
TCR6,0.7809454191033138
TCR7,0.7665289256198347
A6,0.7674710910005027
T1,0.967741935483871
FLT3DY,0.9004629629629629
A23,0.8844827586206896
TCR2-T,0.6858974358974358
R24,0.8333333333333334
868Z11,0.7670068027210885
TCR-1E6,0.6149425287356323
APN-TCR,0.7678205128205128
EWW-TCR,0.812037037037037
A11Va,0.8217018671564126
TCR-F5,0.885554136511991
TCR-3598-2,0.8682692307692309
MBP-TCR,0.9150326797385621
B3K508,0.8863636363636364
