,0
a3a,0.9490740740740741
TIL1383I,0.7682539682539683
TCR81-14,0.8204365079365079
18A2,0.862962962962963
NYE-S1,0.8039529914529915
TCR6,0.8136574074074074
TCR7,0.8235930735930735
A6,0.7735537190082645
T1,0.7301587301587301
FLT3DY,0.8757309941520468
A23,0.9880952380952381
TCR2-T,0.8203703703703704
R24,0.8670634920634921
868Z11,0.7268170426065165
TCR-1E6,0.8361111111111111
APN-TCR,0.8669270833333332
EWW-TCR,0.9324074074074075
A11Va,0.8104377104377104
TCR-F5,0.9057239057239057
TCR-3598-2,0.8708641975308642
MBP-TCR,0.9760101010101011
B3K508,0.6851851851851851
