,0
a3a,0.886008230452675
TIL1383I,0.7807692307692307
TCR81-14,0.7705905205905205
18A2,0.7870370370370371
NYE-S1,0.8467592592592593
TCR6,0.7685185185185186
TCR7,0.7690058479532164
A6,0.7611607142857143
T1,0.9607843137254901
FLT3DY,0.8726851851851852
A23,0.8796296296296297
TCR2-T,0.8386752136752137
R24,0.8787878787878788
868Z11,0.798611111111111
TCR-1E6,0.8622222222222223
APN-TCR,0.7239858906525574
EWW-TCR,0.7573789846517119
A11Va,0.8247177658942365
TCR-F5,0.8751202182574733
TCR-3598-2,0.8473405934343434
MBP-TCR,0.9186965811965813
B3K508,0.6814814814814815
