,0
a3a,0.8068783068783069
TIL1383I,0.6605555555555556
TCR81-14,0.7396885521885522
18A2,0.8150000000000001
NYE-S1,0.8257211538461539
TCR6,0.827485380116959
TCR7,0.7782369146005509
A6,0.7704876822523881
T1,0.978494623655914
FLT3DY,0.9004629629629629
A23,0.9040229885057472
TCR2-T,0.7927350427350429
R24,0.8329124579124579
868Z11,0.79421768707483
TCR-1E6,0.6551724137931034
APN-TCR,0.8142307692307692
EWW-TCR,0.8800925925925926
A11Va,0.8513927150290787
TCR-F5,0.8900063856960408
TCR-3598-2,0.8849358974358975
MBP-TCR,0.9223856209150326
B3K508,0.8585858585858586
