,0
a3a,0.771978021978022
TIL1383I,0.6626262626262628
TCR81-14,0.7323232323232323
18A2,0.7611403508771929
NYE-S1,0.8398148148148147
TCR6,0.8002136752136754
TCR7,0.7551020408163266
A6,0.7515597147950089
T1,0.9827586206896551
FLT3DY,0.6643939393939394
A23,0.7757936507936508
TCR2-T,0.7501811594202898
R24,0.7851851851851852
868Z11,0.7549603174603173
TCR-1E6,0.5871056241426612
APN-TCR,0.740340909090909
EWW-TCR,0.6911816578483245
A11Va,0.7685185185185185
TCR-F5,0.8663329026701119
TCR-3598-2,0.8808754406580493
MBP-TCR,0.9368253968253968
B3K508,0.6049382716049383
