,0
a3a,0.9031746031746031
TIL1383I,0.7898412698412698
TCR81-14,0.7347985347985349
18A2,0.8458994708994708
NYE-S1,0.780513468013468
TCR6,0.7667887667887667
TCR7,0.7834467120181405
A6,0.8622766122766122
T1,0.6262626262626263
FLT3DY,0.7281159420289854
A23,0.7435897435897436
TCR2-T,0.7631746031746033
R24,0.8025252525252525
868Z11,0.8125
TCR-1E6,0.7617985878855443
APN-TCR,0.7956937799043061
EWW-TCR,0.7755050505050504
A11Va,0.8592561284868978
TCR-F5,0.9194448961890821
TCR-3598-2,0.8595274007038713
MBP-TCR,0.8856980056980057
B3K508,0.7703703703703703
