,0
a3a,0.8880658436213992
TIL1383I,0.7730769230769231
TCR81-14,0.7799145299145298
18A2,0.8041666666666667
NYE-S1,0.8752314814814816
TCR6,0.7740740740740741
TCR7,0.7675438596491229
A6,0.7725694444444445
T1,0.9803921568627451
FLT3DY,0.9305555555555557
A23,0.9092592592592593
TCR2-T,0.8514957264957266
R24,0.9023569023569024
868Z11,0.8211805555555555
TCR-1E6,0.9500000000000001
APN-TCR,0.7464726631393298
EWW-TCR,0.7744982290436836
A11Va,0.8385323826500297
TCR-F5,0.8985554181632613
TCR-3598-2,0.8666745580808081
MBP-TCR,0.9142094017094017
B3K508,0.7555555555555555
