,0
a3a,0.8473748473748474
TIL1383I,0.7232323232323233
TCR81-14,0.8045033670033671
18A2,0.8036842105263159
NYE-S1,0.8523148148148149
TCR6,0.8073361823361824
TCR7,0.7891156462585034
A6,0.7479946524064172
T1,0.9741379310344828
FLT3DY,0.790530303030303
A23,0.8234126984126985
TCR2-T,0.7143115942028985
R24,0.8234567901234567
868Z11,0.6941137566137566
TCR-1E6,0.7791495198902606
APN-TCR,0.7581439393939394
EWW-TCR,0.7608465608465608
A11Va,0.8125
TCR-F5,0.883720930232558
TCR-3598-2,0.8687426556991774
MBP-TCR,0.9365079365079364
B3K508,0.7072310405643739
