,0
a3a,0.9097222222222222
TIL1383I,0.725925925925926
TCR81-14,0.8422619047619048
18A2,0.8342592592592593
NYE-S1,0.7991452991452993
TCR6,0.7372685185185185
TCR7,0.8327922077922078
A6,0.8925619834710744
T1,0.7222222222222222
FLT3DY,0.7777777777777778
A23,0.9722222222222222
TCR2-T,0.7537037037037037
R24,0.9444444444444445
868Z11,0.81203007518797
TCR-1E6,0.8472222222222223
APN-TCR,0.7888020833333332
EWW-TCR,0.8861111111111112
A11Va,0.8599326599326599
TCR-F5,0.8892255892255893
TCR-3598-2,0.8417695473251029
MBP-TCR,0.9580808080808082
B3K508,0.8518518518518517
