,0
a3a,0.8434065934065934
TIL1383I,0.6797979797979798
TCR81-14,0.7908249158249158
18A2,0.8091228070175438
NYE-S1,0.8731481481481481
TCR6,0.8113722697056032
TCR7,0.7772108843537415
A6,0.7589126559714795
T1,0.9741379310344828
FLT3DY,0.709469696969697
A23,0.8075396825396824
TCR2-T,0.7197463768115941
R24,0.8123456790123457
868Z11,0.744047619047619
TCR-1E6,0.737997256515775
APN-TCR,0.7479166666666667
EWW-TCR,0.7135802469135802
A11Va,0.7876157407407408
TCR-F5,0.874057924203273
TCR-3598-2,0.8737955346651
MBP-TCR,0.9226455026455027
B3K508,0.6790123456790124
