,0
a3a,0.8880658436213992
TIL1383I,0.7794871794871795
TCR81-14,0.7939005439005439
18A2,0.8085648148148148
NYE-S1,0.8782407407407407
TCR6,0.7578703703703704
TCR7,0.7875243664717347
A6,0.7814980158730158
T1,0.9607843137254901
FLT3DY,0.90625
A23,0.9111111111111111
TCR2-T,0.875
R24,0.8720538720538721
868Z11,0.828125
TCR-1E6,0.9377777777777778
APN-TCR,0.7504409171075839
EWW-TCR,0.7813852813852814
A11Va,0.8175876411170528
TCR-F5,0.9005377926946555
TCR-3598-2,0.8604008838383838
MBP-TCR,0.9207264957264957
B3K508,0.7555555555555555
