,0
a3a,0.9045267489711933
TIL1383I,0.7777777777777778
TCR81-14,0.7713675213675213
18A2,0.7907407407407409
NYE-S1,0.7888888888888889
TCR6,0.7458333333333332
TCR7,0.7475633528265107
A6,0.8087797619047619
T1,0.9411764705882353
FLT3DY,0.7962962962962963
A23,0.85
TCR2-T,0.844017094017094
R24,0.8484848484848485
868Z11,0.796875
TCR-1E6,0.7644444444444445
APN-TCR,0.7235449735449735
EWW-TCR,0.7052341597796143
A11Va,0.819073083778966
TCR-F5,0.8819898329702252
TCR-3598-2,0.8444602272727272
MBP-TCR,0.9073717948717949
B3K508,0.6407407407407407
