,0
a3a,0.876337448559671
TIL1383I,0.7658119658119658
TCR81-14,0.7766122766122766
18A2,0.7888888888888889
NYE-S1,0.8696759259259258
TCR6,0.774537037037037
TCR7,0.7690058479532164
A6,0.7681051587301587
T1,0.9803921568627451
FLT3DY,0.9305555555555557
A23,0.9117283950617283
TCR2-T,0.8397435897435898
R24,0.888888888888889
868Z11,0.7934027777777777
TCR-1E6,0.9044444444444445
APN-TCR,0.732363315696649
EWW-TCR,0.8057851239669421
A11Va,0.8048128342245989
TCR-F5,0.8979665940450254
TCR-3598-2,0.8577967171717171
MBP-TCR,0.9306623931623932
B3K508,0.6407407407407407
