,0
a3a,0.9305555555555555
TIL1383I,0.7894179894179895
TCR81-14,0.8779761904761904
18A2,0.8564814814814815
NYE-S1,0.8103632478632479
TCR6,0.8379629629629629
TCR7,0.8382034632034632
A6,0.8446280991735536
T1,0.7222222222222222
FLT3DY,0.9035087719298245
A23,0.9880952380952381
TCR2-T,0.7972222222222222
R24,0.9027777777777777
868Z11,0.8170426065162908
TCR-1E6,0.8657407407407408
APN-TCR,0.8799479166666666
EWW-TCR,0.7912037037037037
A11Va,0.8289562289562289
TCR-F5,0.8818742985409651
TCR-3598-2,0.8624279835390946
MBP-TCR,0.9699494949494949
B3K508,0.7592592592592592
