,0
a3a,0.9008230452674897
TIL1383I,0.7888888888888889
TCR81-14,0.7909867909867909
18A2,0.7733796296296296
NYE-S1,0.8824074074074074
TCR6,0.6824074074074075
TCR7,0.6842105263157894
A6,0.7934027777777778
T1,0.9313725490196079
FLT3DY,0.6840277777777778
A23,0.8450617283950618
TCR2-T,0.8418803418803419
R24,0.8787878787878788
868Z11,0.8420138888888888
TCR-1E6,0.9244444444444445
APN-TCR,0.7583774250440917
EWW-TCR,0.791223927587564
A11Va,0.7596553773024363
TCR-F5,0.8814010088519892
TCR-3598-2,0.8364109848484849
MBP-TCR,0.9081196581196581
B3K508,0.6629629629629629
