,0
a3a,0.9513888888888888
TIL1383I,0.7164021164021164
TCR81-14,0.7976190476190478
18A2,0.8851851851851853
NYE-S1,0.8060897435897436
TCR6,0.8194444444444443
TCR7,0.8057359307359307
A6,0.7515151515151515
T1,0.7222222222222222
FLT3DY,0.8611111111111112
A23,0.9642857142857143
TCR2-T,0.6768518518518519
R24,0.857638888888889
868Z11,0.7293233082706768
TCR-1E6,0.7935185185185185
APN-TCR,0.8096354166666666
EWW-TCR,0.9249999999999999
A11Va,0.7764309764309765
TCR-F5,0.8832210998877666
TCR-3598-2,0.8587654320987655
MBP-TCR,0.9762626262626263
B3K508,0.6666666666666666
