,0
a3a,0.8802197802197802
TIL1383I,0.7390476190476191
TCR81-14,0.7527472527472527
18A2,0.8234126984126983
NYE-S1,0.6933922558922557
TCR6,0.7433862433862434
TCR7,0.7365079365079366
A6,0.8119658119658121
T1,0.3838383838383838
FLT3DY,0.3949275362318841
A23,0.782051282051282
TCR2-T,0.6307936507936508
R24,0.7671717171717173
868Z11,0.7638888888888888
TCR-1E6,0.6826458565589001
APN-TCR,0.7478468899521532
EWW-TCR,0.5500841750841751
A11Va,0.8198083967314737
TCR-F5,0.8736379899170598
TCR-3598-2,0.8002614379084968
MBP-TCR,0.8532193732193732
B3K508,0.7111111111111111
