,0
a3a,0.806878306878307
TIL1383I,0.6588888888888889
TCR81-14,0.7297979797979798
18A2,0.8228571428571428
NYE-S1,0.819911858974359
TCR6,0.8262670565302144
TCR7,0.7603305785123967
A6,0.7810457516339868
T1,0.978494623655914
FLT3DY,0.9004629629629629
A23,0.9040229885057472
TCR2-T,0.8044871794871796
R24,0.8236531986531986
868Z11,0.7959183673469389
TCR-1E6,0.6258620689655172
APN-TCR,0.8155128205128205
EWW-TCR,0.8643518518518518
A11Va,0.8480257116620753
TCR-F5,0.8920107847310912
TCR-3598-2,0.8834045584045583
MBP-TCR,0.9223856209150326
B3K508,0.8585858585858586
