,0
a3a,0.8917695473251029
TIL1383I,0.7961538461538461
TCR81-14,0.7744755244755245
18A2,0.7557870370370371
NYE-S1,0.756712962962963
TCR6,0.7138888888888889
TCR7,0.7880116959064328
A6,0.7497519841269842
T1,0.8431372549019608
FLT3DY,0.7395833333333334
A23,0.8648148148148148
TCR2-T,0.783119658119658
R24,0.8563411896745231
868Z11,0.8559027777777777
TCR-1E6,0.9311111111111111
APN-TCR,0.681657848324515
EWW-TCR,0.8028335301062574
A11Va,0.7912953060011884
TCR-F5,0.9042473846395415
TCR-3598-2,0.8444207702020202
MBP-TCR,0.8991452991452992
B3K508,0.8222222222222223
