,0
a3a,0.8308913308913309
TIL1383I,0.7303030303030303
TCR81-14,0.7897727272727272
18A2,0.8178947368421053
NYE-S1,0.8226851851851853
TCR6,0.7990265906932574
TCR7,0.7755102040816326
A6,0.7450980392156863
T1,0.9741379310344828
FLT3DY,0.8193181818181818
A23,0.7916666666666666
TCR2-T,0.6599637681159419
R24,0.7930041152263375
868Z11,0.7175925925925926
TCR-1E6,0.7503429355281207
APN-TCR,0.7376893939393939
EWW-TCR,0.7529100529100529
A11Va,0.7922453703703703
TCR-F5,0.8828865202411714
TCR-3598-2,0.8560908734821778
MBP-TCR,0.9165079365079366
B3K508,0.7389770723104055
