,0
a3a,0.8105820105820106
TIL1383I,0.6511111111111112
TCR81-14,0.7167508417508417
18A2,0.8197619047619048
NYE-S1,0.8098958333333334
TCR6,0.8304093567251463
TCR7,0.7613636363636362
A6,0.7868275515334339
T1,0.978494623655914
FLT3DY,0.9128086419753086
A23,0.9040229885057472
TCR2-T,0.8044871794871796
R24,0.8291245791245792
868Z11,0.7899659863945577
TCR-1E6,0.6270114942528736
APN-TCR,0.8178205128205128
EWW-TCR,0.8629629629629628
A11Va,0.8408325681052954
TCR-F5,0.8935894706967504
TCR-3598-2,0.8826566951566951
MBP-TCR,0.9223856209150326
B3K508,0.8585858585858586
