,0
a3a,0.9490740740740741
TIL1383I,0.7587301587301587
TCR81-14,0.8293650793650794
18A2,0.8787037037037037
NYE-S1,0.8205128205128206
TCR6,0.8368055555555557
TCR7,0.8246753246753248
A6,0.8942148760330578
T1,0.7222222222222222
FLT3DY,0.8538011695906432
A23,0.9880952380952381
TCR2-T,0.8185185185185185
R24,0.8888888888888888
868Z11,0.7268170426065165
TCR-1E6,0.8268518518518518
APN-TCR,0.8309895833333334
EWW-TCR,0.937037037037037
A11Va,0.804040404040404
TCR-F5,0.8879349046015713
TCR-3598-2,0.8597530864197531
MBP-TCR,0.9820707070707071
B3K508,0.7870370370370371
