,0
a3a,0.8051146384479718
TIL1383I,0.6611111111111111
TCR81-14,0.7373737373737373
18A2,0.8195238095238094
NYE-S1,0.8131009615384616
TCR6,0.8265107212475634
TCR7,0.7555096418732781
A6,0.7823026646556058
T1,0.974910394265233
FLT3DY,0.9066358024691358
A23,0.9063218390804598
TCR2-T,0.8023504273504275
R24,0.8421717171717171
868Z11,0.788265306122449
TCR-1E6,0.6505747126436782
APN-TCR,0.8142307692307692
EWW-TCR,0.8638888888888889
A11Va,0.8507805325987144
TCR-F5,0.8964807719596992
TCR-3598-2,0.878988603988604
MBP-TCR,0.9227941176470589
B3K508,0.8308080808080809
