,0
a3a,0.8938271604938272
TIL1383I,0.7747863247863247
TCR81-14,0.7915695415695415
18A2,0.820601851851852
NYE-S1,0.8668981481481483
TCR6,0.6930555555555555
TCR7,0.6671539961013645
A6,0.8087797619047619
T1,0.9019607843137255
FLT3DY,0.6932870370370371
A23,0.8376543209876544
TCR2-T,0.8418803418803419
R24,0.8686868686868686
868Z11,0.7760416666666666
TCR-1E6,0.4811111111111111
APN-TCR,0.7779982363315696
EWW-TCR,0.7111373475009838
A11Va,0.7149435531788472
TCR-F5,0.865404620306581
TCR-3598-2,0.8394491792929292
MBP-TCR,0.900534188034188
B3K508,0.6666666666666666
