,0
a3a,0.7922398589065257
TIL1383I,0.6227777777777778
TCR81-14,0.6940235690235689
18A2,0.7552380952380954
NYE-S1,0.7822516025641025
TCR6,0.776559454191033
TCR7,0.7606749311294765
A6,0.7559074912016088
T1,0.8124253285543608
FLT3DY,0.8996913580246914
A23,0.8902298850574714
TCR2-T,0.69017094017094
R24,0.79503367003367
868Z11,0.7593537414965986
TCR-1E6,0.5781609195402299
APN-TCR,0.7970512820512821
EWW-TCR,0.8199074074074074
A11Va,0.8221610039791858
TCR-F5,0.8857847310912446
TCR-3598-2,0.8551282051282052
MBP-TCR,0.9080882352941176
B3K508,0.8724747474747475
