,0
a3a,0.8278388278388279
TIL1383I,0.693939393939394
TCR81-14,0.7756734006734006
18A2,0.8073684210526316
NYE-S1,0.8564814814814815
TCR6,0.8035375118708452
TCR7,0.7738095238095238
A6,0.7312834224598932
T1,0.9741379310344828
FLT3DY,0.8015151515151514
A23,0.8234126984126985
TCR2-T,0.7179347826086957
R24,0.8271604938271605
868Z11,0.6977513227513228
TCR-1E6,0.6831275720164608
APN-TCR,0.7380681818181819
EWW-TCR,0.7566137566137566
A11Va,0.8072916666666666
TCR-F5,0.8901001291989664
TCR-3598-2,0.8784763023893459
MBP-TCR,0.9426455026455027
B3K508,0.6860670194003528
