,0
a3a,0.7719780219780219
TIL1383I,0.6858585858585858
TCR81-14,0.7746212121212119
18A2,0.8017543859649123
NYE-S1,0.8152777777777778
TCR6,0.7840693257359924
TCR7,0.7772108843537415
A6,0.7446524064171123
T1,0.9741379310344828
FLT3DY,0.7795454545454547
A23,0.8075396825396824
TCR2-T,0.6762681159420291
R24,0.7911522633744855
868Z11,0.7605820105820106
TCR-1E6,0.681755829903978
APN-TCR,0.7066287878787879
EWW-TCR,0.6493827160493827
A11Va,0.7760416666666666
TCR-F5,0.8877180232558141
TCR-3598-2,0.8593027810419116
MBP-TCR,0.9455026455026455
B3K508,0.7477954144620811
