,18A2,868Z11,A23,A6,NYE-S1,TCR2-T,TCR3,TCR6,TCR7,T1,FLT3DY
0,0.8154613095238096,0.7465992202396198,0.8155658957797995,0.7488474052027255,0.7231195184626557,0.6933013260173754,0.6883844752697211,0.729656339031339,0.7797046783625731,0.8405831363278172,0.7627743484224966
1,0.8133670107354317,0.7126622772756016,0.8380837359098229,0.7705312123026721,0.7250100040016006,0.6494570135746606,0.6709087208492678,0.7275101188144667,0.7724365765460349,0.8339374555792466,0.7154918457767723
2,0.8131347674204816,0.7209219352076496,0.8207493645606391,0.7944683908045976,0.7524979270315092,0.6502396413110699,0.6950215271293702,0.7781671943807549,0.7988904498997668,0.835542857142857,0.7990079365079364
3,0.8459415584415585,0.7529644268774703,0.825921568627451,0.8135923125781138,0.7574577979339884,0.6768077601410935,0.6961910377358489,0.774834050164714,0.8373650184711566,0.8373973727422004,0.8211633236834849
4,0.8813047044415231,0.7786231884057971,0.8197484639016897,0.8122113393852524,0.7806177027935693,0.6748029494024917,0.6773329021763628,0.7645970394736842,0.8358711701734958,0.8362060778727445,0.778031007751938
5,0.8905089605734767,0.7941190753690753,0.8224964404366398,0.7923286968314183,0.7843605870020965,0.6782700421940927,0.6844718992248061,0.7665071027139992,0.817090108401084,0.8483653846153846,0.7729713202470494
6,0.8900666016894089,0.7703772418058134,0.8255977496483826,0.8101325757575758,0.7775403726708076,0.7167748137466955,0.6596412159773771,0.7601503759398497,0.8193479193479193,0.8160095579450419,0.7906595719095719
7,0.8902825424051839,0.7726946334089191,0.8154685689896958,0.8427921893395038,0.7794995408631773,0.7451745014245015,0.6643640350877194,0.775336959911299,0.8452201393377865,0.8166963755199049,0.7679718814832719
8,0.889425505050505,0.7893692564745196,0.8265438265438266,0.854093223658441,0.7993055555555556,0.7388649425287356,0.6545628777826921,0.7903726708074533,0.8489816330241862,0.8131313131313131,0.7686790668348046
9,0.8861972437553834,0.792214663643235,0.855456349206349,0.8434920470799083,0.8233251633986928,0.7480610021786492,0.6464358660130719,0.7913047506543442,0.8501271455816911,0.8110574342458401,0.7494276556776557
