,18A2,868Z11,A23,A6,NYE-S1,TCR2-T,TCR3,TCR6,TCR7,T1,FLT3DY
0,0.8044913741820344,0.7452403312558694,0.8130965884976581,0.7480790086712089,0.7255216189039718,0.6962734339277549,0.6865279529213956,0.7293892450142451,0.7816461988304093,0.8407407407407407,0.7400199019465074
1,0.8328598484848485,0.7246043835152746,0.7972542640244503,0.7255914548022598,0.7108263507026272,0.755741402542621,0.6628452716766722,0.7702968620444008,0.7816306584362139,0.8346126510305615,0.7381698192663354
2,0.8220345345345345,0.7372984403912239,0.8255186577554999,0.7628968253968255,0.7743266464194374,0.7192366367423575,0.6523809523809524,0.7712585034013605,0.7898434898434897,0.832987382987383,0.8030569873997709
3,0.822612514208582,0.7244422244422245,0.8299060675298299,0.7544369274675432,0.8115209296353364,0.7014333045231922,0.6808737116641529,0.7618318663094783,0.7794248835065162,0.8416603004838299,0.787331059744853
4,0.8229059829059828,0.7133192389006343,0.8040661549707603,0.7541233474521883,0.7858465608465609,0.7037139787219052,0.6805331376864759,0.7796394277875759,0.7667091820785034,0.8461984711984711,0.7716049382716049
5,0.8511504721227728,0.7271500429395167,0.7942063492063491,0.7549768518518518,0.8022720522720522,0.7025518341307815,0.6898675023365771,0.7725632281898268,0.7711215249933172,0.8442961165048545,0.8292977855477855
6,0.8789947089947089,0.7463443963443964,0.7954553255758076,0.7526844532279315,0.8066269841269841,0.7039906103286385,0.6922804972804973,0.7710566071269883,0.7387057387057387,0.8457602339181287,0.8600819842258197
7,0.8875295740152894,0.703525641025641,0.8113461538461539,0.7594155844155844,0.8024255952380952,0.7374109842942151,0.6840129392212725,0.76307880154034,0.7215615159694108,0.813683712121212,0.8141298339221766
8,0.8927382053654025,0.7162586315128688,0.8339293556684861,0.7734487087517934,0.8190998916805369,0.7295213324926441,0.6924120824892213,0.7521075415812257,0.7230874460696622,0.810218253968254,0.8206349206349207
9,0.8926247771836007,0.7424242424242425,0.8103587962962964,0.770353302611367,0.8139367816091955,0.7086111111111112,0.6816603535353535,0.7407325248940156,0.7565690690690691,0.8051697530864197,0.8265723270440252
