,18A2,868Z11,A23,A6,NYE-S1,TCR2-T,TCR3,TCR6,TCR7,T1,FLT3DY
0,0.8997432306255835,0.8371943371943371,0.8211934156378602,0.7812316715542522,0.8114583333333333,0.7538472706155633,0.7165557572091147,0.7277777777777779,0.8458024691358025,0.75,0.8602089268755934
