,18A2,868Z11,A23,A6,NYE-S1,TCR2-T,TCR3,TCR6,TCR7,T1,FLT3DY
0,0.8170783730158732,0.7501138336321467,0.8126104436264864,0.7491756758728352,0.7228262387576113,0.6944444444444445,0.691926896183903,0.7550154320987654,0.7825730994152047,0.8407407407407407,0.7631172839506174
1,0.8420610854757197,0.7302188552188552,0.7935550082101807,0.7937757554945054,0.7280736618971914,0.6993032636596993,0.6650699806949807,0.76328089375285,0.8100360082304526,0.8538011695906432,0.8212764903941373
2,0.8273882003334059,0.7438172043010752,0.8216329966329967,0.7980114419630548,0.7305836139169473,0.7270643274853802,0.6401709401709402,0.764937294014986,0.8105169478408915,0.8536068376068376,0.7563944478134896
3,0.8416338410364146,0.7585227272727272,0.8251633986928105,0.795952380952381,0.7609147313296902,0.7209560827793235,0.6641589506172839,0.7559787773202408,0.8047622996130458,0.8530389363722698,0.7561894950287806
4,0.8541766875100208,0.7540997322623828,0.8496356074481074,0.7847041578925636,0.77524112654321,0.7190102400945774,0.6901757097069597,0.7676463931192808,0.8108161138851676,0.8554526748971195,0.7798725490196078
5,0.8426502454051796,0.7799495719976269,0.8455299382265675,0.7635563993039076,0.7860208517536105,0.7141663683017067,0.694753884870563,0.7818050778050778,0.8045878189792663,0.8752723311546841,0.7812719298245613
6,0.8794238683127572,0.766014739229025,0.861808972920084,0.7489193999491482,0.7984615384615384,0.719404761904762,0.6926061277224068,0.7736700336700336,0.7914967631948765,0.8606382978723405,0.8003577017661524
7,0.8979360766045549,0.7683074874686717,0.8944819819819819,0.7399533887629125,0.8087991021324354,0.7329197303921569,0.6715935973748474,0.7653711023276241,0.8020945220193342,0.8677325581395349,0.8484701996092413
8,0.9037112758042992,0.7679516250944823,0.8905876951331496,0.7610745614035088,0.8200757575757577,0.7392113095238094,0.6685423771630669,0.7667807730708885,0.7629859673337934,0.881054131054131,0.8185626102292769
9,0.9003019323671498,0.7326388888888888,0.902221366204417,0.7727545359124307,0.8115625,0.7136146125116714,0.6471442743764172,0.7684766214177978,0.7547279773873008,0.8817460317460317,0.873517126148705
