,18A2,868Z11,A23,A6,NYE-S1,TCR2-T,TCR3,TCR6,TCR7,T1,FLT3DY
0,0.807631865952806,0.7483849853439198,0.8161600728445647,0.7489908716437362,0.72207209094464,0.6931870141746685,0.69004212486497,0.7585470085470085,0.7857017543859649,0.8401891252955084,0.7374375030338333
1,0.8020278428865685,0.7155544396086745,0.8354219948849105,0.7669918671405139,0.7264391470874064,0.6533186651998534,0.6486024382991377,0.7565777271402454,0.7719704353476283,0.8346126510305615,0.7064950980392157
2,0.7890886454544795,0.7186028257456828,0.8150757988380537,0.8026443623426381,0.7364197530864199,0.6588600029881967,0.6956845238095237,0.7866430893437645,0.786069621085149,0.8352,0.7817760942760943
3,0.845597631291881,0.7448731168012831,0.8238823529411765,0.8030882115787775,0.7596979974160206,0.6864340179690321,0.6803952350170839,0.7758178474641889,0.8453655634869133,0.8372331691297209,0.7983506944444444
4,0.8620876736111112,0.7658730158730158,0.8338351254480286,0.7776042888419736,0.7811607142857143,0.6918192249517551,0.6667004830917875,0.7702122966639097,0.8395871785406669,0.845844356261023,0.7409347442680776
5,0.8635981504833964,0.7921923755257088,0.8302521008403362,0.7947325102880658,0.7674710910005028,0.6971238637905305,0.6803950599451105,0.7821436503970237,0.8126190476190477,0.8483012820512821,0.7741681009753298
6,0.8887345174530529,0.8148254607007122,0.8146895839203533,0.8120038759689923,0.7750211750211751,0.7156604343409385,0.6515967365967366,0.796313832772166,0.8126790189760115,0.8166069295101552,0.7734837092731829
7,0.8952821869488536,0.8376518218623481,0.8115358819584172,0.8166547958214624,0.7725595238095239,0.7515748380800283,0.6496907854050712,0.8057356321839081,0.836755456899741,0.814795008912656,0.759645441231119
8,0.8901048342042132,0.8399305555555555,0.8201798201798202,0.8286265432098766,0.7947916666666667,0.7457794540229884,0.635249517507582,0.8182952456002103,0.8402142466181876,0.8144300144300144,0.7632065067548938
9,0.8916203703703703,0.8423931623931624,0.8531746031746031,0.8145981554677207,0.8156524122807017,0.7815513626834383,0.6242828165749058,0.8143482533726436,0.8506039415130324,0.8118625872249061,0.7428118908382068
