,18A2,868Z11,A23,A6,NYE-S1,TCR2-T,TCR3,TCR6,TCR7,T1,FLT3DY
0,0.801752429109657,0.6607919065061922,0.831657848324515,0.777988614800759,0.7180185185185186,0.7004462740444048,0.6232498367959972,0.7380104463437798,0.7218211206896551,0.844996059889677,0.6508058984910837
1,0.7823857823857824,0.7103101724313845,0.8372837206092911,0.7859887295081968,0.7406498210700881,0.6613580246913581,0.6582095029909482,0.7902052249878336,0.7150728059818969,0.8579782790309105,0.6688357013885283
2,0.7780852280852281,0.7183750194795074,0.8501427829698858,0.7780109212256042,0.8043539467068879,0.6854996362975085,0.6928651757599127,0.7874361447504734,0.8086682488090938,0.8588709677419354,0.7060582853831189
3,0.7806394393764636,0.7344815146539284,0.8410753575357536,0.7909049931362304,0.7940355568064547,0.6953554108726522,0.6828249818445897,0.7773800971538041,0.8001082251082251,0.8625948930296756,0.752426734134514
4,0.8393575958092087,0.7558211382113821,0.8466141571194763,0.8043909052982895,0.8139833822091886,0.7235515873015874,0.6717426167998064,0.7780027202343587,0.8138741916519695,0.8376780626780627,0.8095625798212005
5,0.8539995448597599,0.7376417233560092,0.8442170855963959,0.7871782472846302,0.8138564528016862,0.7158490011750881,0.6847235106163678,0.7742756512493355,0.821823076209041,0.836388888888889,0.817487039709262
6,0.8596560846560847,0.7440821256038648,0.8547008547008547,0.776015503875969,0.8167809298660362,0.713770433546553,0.7010527351436443,0.7680247856718445,0.8360220125786163,0.8326416337285902,0.7702695503942042
7,0.8679720845073772,0.7883394383394383,0.8443976115208992,0.7972334682861,0.8221497073873212,0.7269697541344401,0.7045940170940171,0.7670138888888888,0.8395238095238096,0.8418560606060607,0.7887815351583468
8,0.8753779289493574,0.8205037664783427,0.8372719734660032,0.793211334120425,0.8206944444444445,0.7354083994708995,0.6847877289053761,0.773082130613891,0.8399731581549764,0.8380482456140351,0.7803199404761906
9,0.8968462823725981,0.8422222222222223,0.8430598356445813,0.7876629818594103,0.8382450202303143,0.7635679271708683,0.6662226662226662,0.7974459527400705,0.8291153757932563,0.8361247276688454,0.7570732838589981
