,18A2,868Z11,A23,A6,NYE-S1,TCR2-T,TCR3,TCR6,TCR7,T1,FLT3DY
0,0.8058075550267697,0.7482853809157918,0.8152880987105586,0.7517994095991208,0.7215728171610524,0.7170414462081128,0.6878228857340437,0.696939535307794,0.7811812865497076,0.8413711583924351,0.7363501771758653
1,0.8477578170957961,0.6983867804256153,0.8370891351709765,0.7588904220943586,0.73565501562944,0.7183857142857143,0.6372400909681611,0.7158907004830918,0.7702047489900274,0.8346126510305615,0.7009668383482426
2,0.8576080192034139,0.6807133838383838,0.8277765201737649,0.7714576802507837,0.7507961124896609,0.7098632869799918,0.6539611214856312,0.7157142857142856,0.7597844693432929,0.8092403628117913,0.7365095785440614
3,0.8733786848072561,0.7505555555555556,0.8229166666666666,0.8131187045994349,0.7174691358024691,0.7125235875235876,0.6564331149380019,0.7137391904423023,0.8178871268656716,0.8080182529335072,0.7556969346443031
4,0.8759990477162195,0.7361111111111112,0.8266970618034448,0.8190123456790124,0.7870773862153172,0.7216057211301345,0.6671545893719807,0.7134023583549037,0.8135386577634391,0.8102799341331451,0.7151638867564613
5,0.8727114336522748,0.7534844054580897,0.8689016602809708,0.825936507936508,0.8264294871794872,0.7266752344877344,0.6338630114107451,0.7565544608648057,0.7933945105820106,0.8081683168316832,0.7289074166251867
6,0.8805346700083542,0.7575874485596708,0.854301948051948,0.8229785575048734,0.8431787766026897,0.7396825396825397,0.6663053613053613,0.7745419742958709,0.7925680189831134,0.8106332138590203,0.8302469135802468
7,0.8813368151335711,0.7444299768518517,0.8614743323647432,0.8187058823529413,0.8429963798384851,0.7292283739652161,0.6459986772486772,0.7987526123301986,0.7832056655586067,0.8147058823529413,0.8308841843088418
8,0.8882219554488463,0.7819548872180451,0.8553193627820493,0.8207005116096026,0.8444125617726765,0.728410008071025,0.6569346905494621,0.7934904601571269,0.82363370880267,0.8124754033844943,0.8283181464999648
9,0.895124716553288,0.8134615384615386,0.8360241761881105,0.8184229390681005,0.8729515229515229,0.7203223270440251,0.6600140056022409,0.7965579710144928,0.8209332026493213,0.8149758454106281,0.8246019517205957
