,Spearman r,aa_matrix,tcr
0,0.7883671998374622,hamming,Ed39
1,0.5741417692461512,blosum62,Ed39
2,0.6501049349074595,blosum30,Ed39
3,0.6366538152693424,blosum35,Ed39
4,0.6246486205144752,blosum40,Ed39
5,0.6195472615701256,blosum45,Ed39
6,0.5824511396790499,blosum50,Ed39
7,0.5882147927833685,blosum55,Ed39
8,0.5732878700028516,blosum60,Ed39
9,0.5810766676371034,blosum65,Ed39
10,0.5738033356605273,blosum70,Ed39
11,0.5902393230280967,blosum75,Ed39
12,0.6040210693638223,blosum80,Ed39
13,0.6073816482183306,blosum85,Ed39
14,0.6123873239510231,blosum90,Ed39
15,0.6172114514680974,blosum100,Ed39
16,0.6347848856920928,pam10,Ed39
17,0.627124382610124,pam20,Ed39
18,0.6132769388677837,pam30,Ed39
19,0.609331016126219,pam40,Ed39
20,0.6163926824838848,pam50,Ed39
21,0.5942379791339414,pam60,Ed39
22,0.5895355170908003,pam70,Ed39
23,0.6020785199890091,pam80,Ed39
24,0.5888638895880809,pam90,Ed39
25,0.5954096366364936,pam100,Ed39
26,0.5940823025606502,pam110,Ed39
27,0.6032575415463999,pam120,Ed39
28,0.569376749650645,pam130,Ed39
29,0.5619768039915993,pam140,Ed39
30,0.5364178487251151,pam150,Ed39
31,0.5460149185945375,pam160,Ed39
32,0.548847507952088,pam170,Ed39
33,0.528661777034398,pam180,Ed39
34,0.5526814431897767,pam190,Ed39
35,0.5419096432774363,pam200,Ed39
36,0.5457234303145706,pam210,Ed39
37,0.5337842176760882,pam220,Ed39
38,0.5198266900200721,pam230,Ed39
39,0.522331166621482,pam240,Ed39
40,0.5202796114208678,pam250,Ed39
41,0.5130492600639714,pam260,Ed39
42,0.5171208350461817,pam270,Ed39
43,0.5152375942655302,pam280,Ed39
44,0.5033911101880626,pam290,Ed39
45,0.5060707187269855,pam300,Ed39
46,0.4755102924603799,pam310,Ed39
47,0.49732608544885004,pam320,Ed39
48,0.4916146723594876,pam330,Ed39
49,0.49080355570528644,pam340,Ed39
50,0.49415674672069193,pam350,Ed39
51,0.47250619679848055,pam360,Ed39
52,0.4666901309316033,pam370,Ed39
53,0.46593840730777,pam380,Ed39
54,0.47003071261291013,pam390,Ed39
55,0.5012657754859206,pam400,Ed39
56,0.4537536957065232,pam410,Ed39
57,0.44408054755252574,pam420,Ed39
58,0.4456071155073853,pam430,Ed39
59,0.448828119469029,pam440,Ed39
60,0.46687693360382526,pam450,Ed39
61,0.4485123325166377,pam460,Ed39
62,0.44976986620258497,pam470,Ed39
63,0.43953079288398145,pam480,Ed39
64,0.4281214667204488,pam490,Ed39
65,0.42338016476536017,pam500,Ed39
66,0.5227904481405977,dayhoff,Ed39
67,0.48276486951608116,gonnet,Ed39
