,0,1
a3a,0.8643083499809742,0.8529608251830475
TCR81-14,0.7199336256241627,0.7302146735887337
18A2,0.8423528423528422,0.8438424650545863
NYE-S1,0.6486125182933693,0.7262941549570647
TCR6,0.7148279749418497,0.7321561653116531
TCR7,0.758954678362573,0.78971557682084
A6,0.7215766298573677,0.728403677855323
T1,0.8351010101010101,0.8518956826649134
FLT3DY,0.7704873251748251,0.7974510732323233
A23,0.8285640166028098,0.8114641690009338
TCR2-T,0.650220890825466,0.6737578027465668
868Z11,0.7272089582695642,0.7600067340067339
