,0,1,2,3
a3a,0.8099196967991295,0.8639632936507936,0.8820062977957713,0.8635449517802459
TCR81-14,0.7561953980558632,0.7287287287287287,0.7459945436507937,0.7455908289241623
18A2,0.823881172839506,0.8291480654761906,0.831166739862392,0.8380131470114494
NYE-S1,0.7253475303164745,0.7870882446045845,0.8168793195108984,0.8162422839506173
TCR6,0.747570816864295,0.7692615454961134,0.7446158008658008,0.7717209690893901
TCR7,0.7107318194998551,0.8044376693766937,0.8078212496315945,0.7992374727668845
A6,0.7502526033611713,0.7968767554207391,0.8137523887523889,0.7959595959595959
T1,0.8373333333333334,0.8338779956427015,0.8991452991452992,0.8695987654320988
FLT3DY,0.5681255214851898,0.7559642738214167,0.7495719910974147,0.7495527728085868
A23,0.8503772290809328,0.8400909987448449,0.8302040816326531,0.8412698412698413
TCR2-T,0.6846913007627293,0.6681669010782936,0.7082617746552172,0.7209232009675469
868Z11,0.7173251915708813,0.6982494474583083,0.6808014571948998,0.7010489510489512
