,0,1
a3a,0.7914918414918416,0.9178312629399586
TCR81-14,0.6892635945386938,0.7056582633053221
18A2,0.8225770893781646,0.863562091503268
NYE-S1,0.8066115190383245,0.8587164750957855
TCR6,0.7373995052566481,0.8067615935262994
TCR7,0.7658019589837771,0.7304118773946359
A6,0.7779748936611681,0.7168109668109667
T1,0.7787309368191723,0.8227272727272726
FLT3DY,0.844519301836375,0.7255411255411256
A23,0.8180690836940837,0.8328804347826088
TCR2-T,0.782507040756682,0.8160342261904763
868Z11,0.7696225071225072,0.7673148148148149
