,0,1
a3a,0.7764949370552818,0.9067204301075268
TCR81-14,0.7299120453190221,0.6956194289527623
18A2,0.768523495085995,0.8576923076923076
NYE-S1,0.7519919017763845,0.841037326388889
TCR6,0.7516432921625684,0.7585648148148149
TCR7,0.8121617965367965,0.8090272108843538
A6,0.7589124668435013,0.7691618217054264
T1,0.908017908017908,0.8830749354005168
FLT3DY,0.8049753289473683,0.8304241741741741
A23,0.8260794829482947,0.7993746993746994
TCR2-T,0.7506130918694586,0.7063492063492064
868Z11,0.7609746454443425,0.780388471177945
