,0,1
a3a,0.778730936819172,0.8287037037037036
TCR81-14,0.7241950436394881,0.7240632631257631
18A2,0.837421887104271,0.8621766607877719
NYE-S1,0.6322400272199197,0.7536987630366238
TCR6,0.7569619939547098,0.7770833333333332
TCR7,0.774744854925776,0.8127227081308712
A6,0.7576910074374578,0.7761140931872639
T1,0.8304966106690244,0.8037918871252204
FLT3DY,0.6950014854426619,0.8545505776275006
A23,0.8283854166666668,0.844017094017094
TCR2-T,0.7099380905832519,0.7445054945054945
868Z11,0.7199516908212561,0.7329131652661065
