,0,1
a3a,0.8584244642720963,0.8491198320413437
TCR81-14,0.7295523281776478,0.7327562410979475
18A2,0.8290897698792437,0.8247517444981214
NYE-S1,0.7021495926331266,0.7666068866571019
TCR6,0.7409551670578892,0.766861267285973
TCR7,0.7805954618689581,0.7788840830449827
A6,0.7262006025163922,0.7867448935245546
T1,0.8351010101010101,0.8251547303271441
FLT3DY,0.62294513765102,0.7421582397003745
A23,0.7532726692209449,0.7845434543454345
TCR2-T,0.7389262820512821,0.7351097040847733
868Z11,0.7359504132231405,0.7388652718735239
