,0,1
a3a,0.7714640429746801,0.8412247474747474
TCR81-14,0.7201942898371471,0.6979686571598336
18A2,0.8264186183161253,0.843540809943972
NYE-S1,0.7653804372554373,0.7818747010999522
TCR6,0.7336804519174432,0.7287175483896796
TCR7,0.7832743014561196,0.7731900831991411
A6,0.7411620550611792,0.791788888888889
T1,0.8368686868686869,0.8347135955831608
FLT3DY,0.7472753664572624,0.8011970157394422
A23,0.7765217391304348,0.8555158730158731
TCR2-T,0.7149754916320035,0.6940533047870004
868Z11,0.665913514428366,0.7072284644194756
