,0,1
a3a,0.8496850453748189,0.8467659601380532
TCR81-14,0.7118713450292398,0.7098168271637659
18A2,0.8112601358755205,0.8335851021708068
NYE-S1,0.7157072872014697,0.7483168191056911
TCR6,0.7180725623582767,0.7506371442255063
TCR7,0.6995935351198509,0.7920462827988338
A6,0.7751821019771072,0.7922688422688422
T1,0.8222537878787879,0.7495726495726496
FLT3DY,0.6270183271896578,0.6504552211073951
A23,0.8384963768115942,0.8334208683473389
TCR2-T,0.723296417332365,0.7616365542632825
868Z11,0.7564787728772878,0.7559194139194139
