,0,1
a3a,0.8766642944944039,0.8612081608005521
TCR81-14,0.7226338361431529,0.7419514472455648
18A2,0.8413323209718669,0.8672955974842766
NYE-S1,0.7644110571253361,0.8063492063492063
TCR6,0.7574051751848282,0.7541393121103267
TCR7,0.8066960793516693,0.8171035313892457
A6,0.7083811686799107,0.701085108017072
T1,0.8564692012967875,0.8634126984126985
FLT3DY,0.76629600558172,0.7252148349163274
A23,0.8552287581699347,0.8669301018616088
TCR2-T,0.7130798466184803,0.7804337686567164
868Z11,0.7612425028155365,0.7372134038800705
