,0,1
a3a,0.8781331836887393,0.8647052154195012
TCR81-14,0.7240427809847573,0.6911407306144147
18A2,0.7945772058823529,0.8064222483865341
NYE-S1,0.7477876984126984,0.810629099582588
TCR6,0.7581485215053764,0.7620811287477954
TCR7,0.8064765761377015,0.8361386459345642
A6,0.7552184992409456,0.7841898954703833
T1,0.8200803825803825,0.8064574314574315
FLT3DY,0.7211597542242704,0.7289855072463768
A23,0.8260700113378684,0.8164118490205446
TCR2-T,0.7327149073217528,0.7284053348126575
868Z11,0.7265986960743515,0.8321637426900584
