,0,1
a3a,0.8574903273179135,0.8185550082101806
TCR81-14,0.7729571676940098,0.7573188405797101
18A2,0.8430171530977982,0.8557033924680985
NYE-S1,0.7723291740938799,0.7626036769483623
TCR6,0.7391478696741854,0.7899159663865548
TCR7,0.7595466155810984,0.825888888888889
A6,0.7548816782810684,0.7766782659127157
T1,0.8575460487225194,0.9015151515151514
FLT3DY,0.8700785634118967,0.8113830613830614
A23,0.8086884469696969,0.8507683215130024
TCR2-T,0.7073124608493186,0.7199675324675324
868Z11,0.736309352747709,0.7732683982683982
