,0,1
a3a,0.8152214714714714,0.9234991039426523
TCR81-14,0.7100522351797861,0.7440685045948204
18A2,0.8458674688513398,0.8576144453724694
NYE-S1,0.7540915570472221,0.8263464175840468
TCR6,0.7185661905125659,0.6865842490842491
TCR7,0.7168767593972513,0.7882173382173382
A6,0.8185822306238185,0.7852367149758454
T1,0.8876282051282051,0.9217767295597484
FLT3DY,0.8188871742112482,0.8552600472813238
A23,0.8511957391267737,0.8344907407407408
TCR2-T,0.6874545454545454,0.7869224792301716
868Z11,0.7012210012210013,0.7114661654135338
