,0,1
a3a,0.8622453703703704,0.9137288151694786
TCR81-14,0.7157018362900717,0.7147120600812972
18A2,0.8364600350403674,0.8372570903361344
NYE-S1,0.6988801937923123,0.7073514344262294
TCR6,0.7369330381105743,0.7413677666188426
TCR7,0.7650096222699606,0.7970819358445133
A6,0.740802764486975,0.7877961529439362
T1,0.8476483585858586,0.8658045977011494
FLT3DY,0.7596448435143288,0.7054520358868185
A23,0.813816425120773,0.8397751322751322
TCR2-T,0.7128566189952329,0.7459297520661158
868Z11,0.7624875124875126,0.7825093632958802
