,0,1
a3a,0.8426790633608815,0.903406862745098
TCR81-14,0.7192045454545455,0.7046265015015015
18A2,0.8489326657579253,0.8638481248544142
NYE-S1,0.7286015157429091,0.761945486371593
TCR6,0.7537576598450689,0.776372230551391
TCR7,0.7486569706498951,0.7763197586726998
A6,0.7268009768009769,0.7508739606953893
T1,0.8206908831908831,0.7794414735591206
FLT3DY,0.6552993166963755,0.7046835542929294
A23,0.803422359042627,0.8211394769613948
TCR2-T,0.7634916094584288,0.7746598639455783
868Z11,0.770271862968492,0.7969696969696969
