,0,1
a3a,0.8257329424307036,0.8141637426900585
TCR81-14,0.7304872646733113,0.7646501782531194
18A2,0.8334718088624339,0.8473944444444443
NYE-S1,0.7276004304160689,0.7597790252160742
TCR6,0.7713767713767714,0.7646464646464647
TCR7,0.7676574164622645,0.7676761868251228
A6,0.7847736625514403,0.7411893498850021
T1,0.8314339981006648,0.8179012345679011
FLT3DY,0.7227684144818977,0.7542966983265491
A23,0.8301786060959037,0.8271162627327011
TCR2-T,0.6474044815058639,0.7072916666666668
868Z11,0.7294051177371145,0.7274529569892474
