,0,1,2,3
a3a,0.8709889324808678,0.8549445993475845,0.8582620194970644,0.8377908357075023
TCR81-14,0.7073258029673107,0.6850759784433255,0.7051811016341909,0.6945758258258259
18A2,0.8343743343743344,0.8448849496280326,0.8649562283929965,0.8661
NYE-S1,0.7239298574973102,0.7536605051280537,0.813867307929461,0.8054832982369214
TCR6,0.7484281575980706,0.7780493951612902,0.8036442608188993,0.8008207070707071
TCR7,0.7988665861081273,0.8190583540630182,0.826904656646036,0.8314841809739768
A6,0.7336939761513158,0.7865065681444992,0.765684433530743,0.7791648351648351
T1,0.8367003367003368,0.8491215574548908,0.8476767676767677,0.8517402945113788
FLT3DY,0.6216168091168092,0.6624967294610152,0.6664707977207978,0.7221918706293707
A23,0.8079602742488404,0.8272569444444443,0.8602924852924853,0.8432456140350877
TCR2-T,0.7264729431523035,0.7235898416204698,0.735907056114637,0.7259101104209799
868Z11,0.6920244107744108,0.6505411255411255,0.6727318575144662,0.7543589743589744
