,0,1,2,3
a3a,0.8542884541618719,0.8646286231884058,0.8668042739193784,0.8643723347547975
TCR81-14,0.7311914116349599,0.6650424787606196,0.7074168861194564,0.7225890985324948
18A2,0.7588668699186991,0.8020005979294381,0.8360846745214191,0.8672675521821632
NYE-S1,0.7002236272099287,0.7108570471861757,0.7639743792087542,0.7750518286410609
TCR6,0.700813939610932,0.7320968484011963,0.7482705846342211,0.7569884274347275
TCR7,0.7993668638678054,0.745255586164677,0.7582795864045865,0.7454287775716347
A6,0.7727406467175365,0.7680369509750319,0.8095976716315699,0.8112962030910498
T1,0.8383184523809524,0.8322390572390571,0.8342366757000903,0.8367446393762182
FLT3DY,0.4718169020921315,0.5739993813059204,0.6308051215277778,0.6723100255427843
A23,0.7164657666345225,0.7782131960335622,0.8471607603285962,0.8375342295245208
TCR2-T,0.6754150283966798,0.6577047547921334,0.7002504940649271,0.6997610130194399
868Z11,0.7428498249807906,0.7178104575163399,0.738422168109668,0.7657977207977208
