,0,1
a3a,0.8116172316384181,0.833108660130719
TCR81-14,0.7358870967741935,0.7273026315789474
18A2,0.8372720826909692,0.8783222423875782
NYE-S1,0.7840523928869794,0.8331002331002332
TCR6,0.7534865112025605,0.7913860830527497
TCR7,0.7920552477685442,0.8155164930555555
A6,0.7621198617187922,0.7631964809384165
T1,0.8705670567056707,0.8688186813186812
FLT3DY,0.7849608197709464,0.7494318181818183
A23,0.8426125996350716,0.8740740740740741
TCR2-T,0.7582970771976796,0.7097739361702127
868Z11,0.7330222222222224,0.7865689865689866
