,0
a3a,0.776011733716475
TCR81-14,0.7242635658914729
18A2,0.8626074735449736
NYE-S1,0.7866655010636129
TCR6,0.7704594929704885
TCR7,0.7880188777638715
A6,0.7613700918964077
T1,0.8274011299435028
FLT3DY,0.6423527241009124
A23,0.8096950720713098
TCR2-T,0.6872765375983234
868Z11,0.7077838827838828
