,0,1,2,3
a3a,0.7807056616619227,0.8940013076168682,0.8872404882829903,0.9180245042314007
TCR81-14,0.7154980727057256,0.7104194781826361,0.6851741737277637,0.7063492063492064
18A2,0.8410507246376812,0.829696840857555,0.812070707070707,0.788641975308642
NYE-S1,0.5506060606060607,0.71391202523278,0.8326806599832915,0.8386243386243386
TCR6,0.764885517279498,0.7812739463601533,0.8110100833479046,0.7957351290684623
TCR7,0.7903349282296649,0.8090360845295055,0.7808539944903581,0.753623188405797
A6,0.7636833855799373,0.7910476190476189,0.8072685688784761,0.8302159461579751
T1,0.8439964157706094,0.8576111111111112,0.8796052631578948,0.8775720164609053
FLT3DY,0.7733649380804953,0.768399870172022,0.8499511241446726,0.8391774891774891
A23,0.8260535652474905,0.8085700757575758,0.7871084139740856,0.7535812672176307
TCR2-T,0.699080012957564,0.7274283269148482,0.7576444892473119,0.8032041343669251
868Z11,0.721335215958872,0.7266731016731017,0.7272058823529411,0.7874779541446207
