,0,1,2,3
a3a,0.7735599019132785,0.7950608029318674,0.8871742112482853,0.8398617511520738
TCR81-14,0.7513950412206226,0.7457269381182424,0.7216086945633937,0.6889329805996472
18A2,0.8081394506052041,0.8147938961553706,0.8440062914279295,0.8238956766917293
NYE-S1,0.6916794954896558,0.7556151144513213,0.7546401515151514,0.765172735760971
TCR6,0.7138750690989498,0.7398834019204389,0.7540777230432402,0.7694444444444444
TCR7,0.7894672754946727,0.7820915032679739,0.7775707384403036,0.7938453159041394
A6,0.7868465544058972,0.7754190118824266,0.7853790366721402,0.810897435897436
T1,0.8890288978494624,0.8450226244343891,0.905011655011655,0.8765432098765432
FLT3DY,0.5432539682539682,0.620316675194724,0.6513505987190197,0.7990967365967366
A23,0.8437006869024414,0.8415230961298378,0.8041282389108476,0.8158687943262412
TCR2-T,0.6140046296296297,0.7391530451843185,0.7531746031746032,0.7781893004115226
868Z11,0.6919980239439137,0.6856818181818182,0.7076648841354723,0.7619437619437619
