,0,1,2,3
a3a,0.8539048714998082,0.8773233695652175,0.853415583942934,0.8653362651030562
TCR81-14,0.755916994792873,0.7326453388372892,0.7333400565976614,0.7278243539641714
18A2,0.8010551540700592,0.8317943317943318,0.8572017257195276,0.8527880080118887
NYE-S1,0.6980622877883151,0.7122293766330721,0.7611810575109993,0.780432010202455
TCR6,0.7019978517722878,0.7378206436687759,0.7535780124015418,0.7696224171250184
TCR7,0.777209484616892,0.7861264023153121,0.7865870436292971,0.7730835384086158
A6,0.7435602407878203,0.7426897321428573,0.7142642185703659,0.6804245283018867
T1,0.8389632936507937,0.8326599326599325,0.8346883468834688,0.8379142300194932
FLT3DY,0.4738556380758216,0.5904477466977468,0.673469387755102,0.7398645957785743
A23,0.7171086467373834,0.7751048817696414,0.8464412064519998,0.8375809061488674
TCR2-T,0.6049046015712682,0.6171130952380953,0.6290141201208396,0.7157706093189965
868Z11,0.7397265146987678,0.7568826823390719,0.7877777777777778,0.8006023496614895
