,0,1
a3a,0.9036509096816115,0.8928062678062677
TCR81-14,0.749827192921822,0.7993426326759661
18A2,0.833560547875064,0.8767959770114943
NYE-S1,0.7294337606837606,0.7733876117496807
TCR6,0.7554940157881335,0.7495331465919701
TCR7,0.809477951427104,0.855217470760234
A6,0.7705809488418184,0.8002351557907114
T1,0.8327228327228328,0.8723672161172161
FLT3DY,0.7956686170971885,0.8533950617283951
A23,0.8227199830549504,0.7669018224573779
TCR2-T,0.7222784525416103,0.8738275613275613
868Z11,0.7235845410628019,0.7205710955710956
